<<<<<<< HEAD
-0.34 0.032 0
-0.338 0.031 0
-0.336 0.03 0
-0.334 0.029 0
-0.333 0.028 0
-0.331 0.027 0
-0.329 0.026 0
-0.327 0.025 0
-0.325 0.024 0
-0.323 0.023 0
-0.321 0.022 0
-0.319 0.021 0
-0.317 0.02 0
-0.315 0.019 0
-0.313 0.018 0
-0.311 0.017 0
-0.309 0.017 0
-0.307 0.016 0
-0.305 0.015 0
-0.303 0.014 0
-0.301 0.013 0
-0.3 0.012 0
-0.298 0.011 0
-0.296 0.011 0
-0.294 0.01 0
-0.292 0.009 0
-0.29 0.008 0
-0.288 0.007 0
-0.286 0.007 0
-0.284 0.006 0
-0.282 0.005 0
-0.28 0.004 0
-0.278 0.003 0
-0.276 0.003 0
-0.274 0.002 0
-0.272 0.001 0
-0.271 0.0 0
-0.269 -0.0 0
-0.267 -0.001 0
-0.265 -0.002 0
-0.263 -0.002 0
-0.261 -0.003 0
-0.259 -0.004 0
-0.257 -0.004 0
-0.255 -0.005 0
-0.253 -0.006 0
-0.251 -0.006 0
-0.249 -0.007 0
-0.247 -0.007 0
-0.245 -0.008 0
-0.244 -0.008 0
-0.242 -0.009 0
-0.24 -0.009 0
-0.238 -0.01 0
-0.236 -0.01 0
-0.234 -0.011 0
-0.232 -0.011 0
-0.23 -0.012 0
-0.228 -0.012 0
-0.226 -0.013 0
-0.224 -0.013 0
-0.222 -0.014 0
-0.22 -0.014 0
-0.219 -0.015 0
-0.217 -0.015 0
-0.215 -0.015 0
-0.213 -0.016 0
-0.211 -0.016 0
-0.209 -0.017 0
-0.207 -0.017 0
-0.205 -0.017 0
-0.203 -0.018 0
-0.201 -0.018 0
-0.199 -0.018 0
-0.2 -0.019 0
-0.201 -0.02 0
-0.202 -0.02 0
-0.203 -0.021 0
-0.204 -0.022 0
-0.205 -0.022 0
-0.206 -0.023 0
-0.207 -0.023 0
-0.208 -0.024 0
-0.209 -0.025 0
-0.21 -0.025 0
-0.211 -0.026 0
-0.212 -0.027 0
-0.214 -0.027 0
-0.215 -0.028 0
-0.216 -0.029 0
-0.217 -0.029 0
-0.218 -0.03 0
-0.22 -0.031 0
-0.221 -0.032 0
-0.222 -0.032 0
-0.223 -0.033 0
-0.224 -0.034 0
-0.225 -0.034 0
-0.227 -0.035 0
-0.228 -0.036 0
-0.229 -0.037 0
-0.23 -0.037 0
-0.231 -0.038 0
-0.232 -0.039 0
-0.233 -0.039 0
-0.234 -0.04 0
-0.235 -0.041 0
-0.237 -0.042 0
-0.238 -0.042 0
-0.239 -0.043 0
-0.24 -0.044 0
-0.241 -0.045 0
-0.242 -0.045 0
-0.243 -0.046 0
-0.244 -0.047 0
-0.245 -0.048 0
-0.247 -0.048 0
-0.248 -0.049 0
-0.249 -0.05 0
-0.25 -0.051 0
-0.251 -0.052 0
-0.252 -0.052 0
-0.253 -0.053 0
-0.254 -0.054 0
-0.255 -0.055 0
-0.256 -0.056 0
-0.257 -0.056 0
-0.259 -0.057 0
-0.26 -0.058 0
-0.261 -0.059 0
-0.262 -0.06 0
-0.263 -0.061 0
-0.264 -0.062 0
-0.265 -0.062 0
-0.267 -0.063 0
-0.268 -0.064 0
-0.269 -0.065 0
-0.27 -0.066 0
-0.271 -0.067 0
-0.272 -0.067 0
-0.273 -0.068 0
-0.274 -0.069 0
-0.275 -0.07 0
-0.276 -0.071 0
-0.277 -0.072 0
-0.278 -0.072 0
-0.279 -0.073 0
-0.28 -0.074 0
-0.282 -0.075 0
-0.283 -0.076 0
-0.284 -0.077 0
-0.285 -0.078 0
-0.286 -0.078 0
-0.287 -0.079 0
-0.288 -0.08 0
-0.289 -0.081 0
-0.29 -0.082 0
-0.291 -0.083 0
-0.292 -0.083 0
-0.293 -0.084 0
-0.294 -0.085 0
-0.295 -0.086 0
-0.296 -0.087 0
-0.297 -0.088 0
-0.298 -0.088 0
-0.299 -0.089 0
-0.3 -0.09 0
-0.301 -0.091 0
-0.302 -0.092 0
-0.304 -0.093 0
-0.305 -0.094 0
-0.306 -0.095 0
-0.307 -0.096 0
-0.308 -0.096 0
-0.31 -0.097 0
-0.311 -0.098 0
-0.312 -0.099 0
-0.313 -0.1 0
-0.315 -0.101 0
-0.316 -0.102 0
-0.317 -0.103 0
-0.318 -0.104 0
-0.32 -0.105 0
-0.321 -0.106 0
-0.322 -0.107 0
-0.323 -0.108 0
-0.325 -0.109 0
-0.326 -0.11 0
-0.327 -0.111 0
-0.329 -0.112 0
-0.33 -0.114 0
-0.331 -0.115 0
-0.332 -0.116 0
-0.334 -0.117 0
-0.335 -0.118 0
-0.336 -0.119 0
-0.338 -0.12 0
-0.339 -0.121 0
-0.34 -0.122 0
-0.342 -0.123 0
-0.343 -0.125 0
-0.344 -0.126 0
-0.345 -0.127 0
-0.347 -0.128 0
-0.348 -0.129 0
-0.349 -0.13 0
-0.35 -0.132 0
-0.352 -0.133 0
-0.353 -0.134 0
-0.354 -0.135 0
-0.355 -0.137 0
-0.357 -0.138 0
-0.358 -0.139 0
-0.359 -0.14 0
-0.36 -0.142 0
-0.361 -0.143 0
-0.363 -0.144 0
-0.364 -0.145 0
-0.365 -0.147 0
-0.366 -0.148 0
-0.367 -0.149 0
-0.368 -0.15 0
-0.369 -0.152 0
-0.37 -0.153 0
-0.372 -0.154 0
-0.373 -0.155 0
-0.374 -0.157 0
-0.375 -0.158 0
-0.376 -0.159 0
-0.377 -0.161 0
-0.378 -0.162 0
-0.379 -0.163 0
-0.38 -0.164 0
-0.381 -0.166 0
-0.382 -0.167 0
-0.383 -0.168 0
-0.384 -0.17 0
-0.385 -0.171 0
-0.385 -0.172 0
-0.386 -0.173 0
-0.387 -0.175 0
-0.388 -0.176 0
-0.389 -0.177 0
-0.39 -0.179 0
-0.391 -0.18 0
-0.392 -0.181 0
-0.393 -0.183 0
-0.394 -0.184 0
-0.395 -0.185 0
-0.396 -0.187 0
-0.396 -0.188 0
-0.397 -0.189 0
-0.398 -0.191 0
-0.399 -0.192 0
-0.4 -0.193 0
-0.401 -0.195 0
-0.401 -0.196 0
-0.402 -0.197 0
-0.403 -0.199 0
-0.404 -0.2 0
-0.405 -0.201 0
-0.406 -0.203 0
-0.407 -0.204 0
-0.408 -0.205 0
-0.408 -0.207 0
-0.409 -0.208 0
-0.41 -0.21 0
-0.411 -0.211 0
-0.412 -0.212 0
-0.413 -0.214 0
-0.413 -0.215 0
-0.414 -0.216 0
-0.415 -0.218 0
-0.416 -0.219 0
-0.417 -0.221 0
-0.417 -0.222 0
-0.418 -0.224 0
-0.419 -0.225 0
-0.42 -0.227 0
-0.421 -0.228 0
-0.422 -0.229 0
-0.422 -0.231 0
-0.423 -0.232 0
-0.424 -0.234 0
-0.425 -0.235 0
-0.426 -0.237 0
-0.426 -0.238 0
-0.427 -0.24 0
-0.428 -0.241 0
-0.429 -0.243 0
-0.43 -0.244 0
-0.43 -0.246 0
-0.431 -0.247 0
-0.432 -0.249 0
-0.433 -0.25 0
-0.433 -0.252 0
-0.434 -0.253 0
-0.435 -0.254 0
-0.435 -0.256 0
-0.436 -0.257 0
-0.437 -0.259 0
-0.437 -0.26 0
-0.438 -0.262 0
-0.439 -0.263 0
-0.439 -0.265 0
-0.44 -0.267 0
-0.441 -0.268 0
-0.441 -0.27 0
-0.442 -0.271 0
-0.443 -0.273 0
-0.444 -0.275 0
-0.445 -0.276 0
-0.445 -0.278 0
-0.446 -0.28 0
-0.447 -0.281 0
-0.448 -0.283 0
-0.449 -0.285 0
-0.449 -0.286 0
-0.45 -0.288 0
-0.451 -0.29 0
-0.452 -0.292 0
-0.453 -0.294 0
-0.454 -0.295 0
-0.455 -0.297 0
-0.456 -0.299 0
-0.457 -0.301 0
-0.457 -0.302 0
-0.458 -0.304 0
-0.459 -0.306 0
-0.46 -0.308 0
-0.461 -0.31 0
-0.462 -0.311 0
-0.462 -0.313 0
-0.463 -0.315 0
-0.464 -0.317 0
-0.465 -0.318 0
-0.465 -0.32 0
-0.466 -0.322 0
-0.467 -0.323 0
-0.467 -0.325 0
-0.468 -0.327 0
-0.468 -0.329 0
-0.469 -0.331 0
-0.47 -0.332 0
-0.47 -0.334 0
-0.471 -0.336 0
-0.471 -0.338 0
-0.472 -0.339 0
-0.472 -0.341 0
-0.473 -0.343 0
-0.473 -0.345 0
-0.473 -0.347 0
-0.474 -0.349 0
-0.474 -0.35 0
-0.475 -0.352 0
-0.475 -0.354 0
-0.475 -0.356 0
-0.476 -0.358 0
-0.476 -0.36 0
-0.476 -0.361 0
-0.477 -0.363 0
-0.477 -0.365 0
-0.477 -0.366 0
-0.477 -0.368 0
-0.478 -0.37 0
-0.478 -0.372 0
-0.478 -0.374 0
-0.478 -0.376 0
-0.478 -0.377 0
-0.479 -0.379 0
-0.479 -0.381 0
-0.479 -0.383 0
-0.479 -0.385 0
-0.48 -0.387 0
-0.48 -0.389 0
-0.48 -0.391 0
-0.48 -0.393 0
-0.481 -0.395 0
-0.481 -0.397 0
-0.481 -0.399 0
-0.482 -0.401 0
-0.482 -0.403 0
-0.483 -0.405 0
-0.483 -0.407 0
-0.483 -0.409 0
-0.484 -0.411 0
-0.484 -0.413 0
-0.485 -0.415 0
-0.485 -0.417 0
-0.485 -0.419 0
-0.486 -0.421 0
-0.486 -0.424 0
-0.486 -0.426 0
-0.487 -0.428 0
-0.487 -0.43 0
-0.487 -0.432 0
-0.487 -0.434 0
-0.488 -0.436 0
-0.488 -0.438 0
-0.488 -0.44 0
-0.488 -0.442 0
-0.488 -0.444 0
-0.489 -0.447 0
-0.489 -0.449 0
-0.489 -0.451 0
-0.489 -0.453 0
-0.489 -0.455 0
-0.489 -0.457 0
-0.49 -0.459 0
-0.49 -0.462 0
-0.49 -0.464 0
-0.49 -0.466 0
-0.49 -0.468 0
-0.49 -0.471 0
-0.49 -0.473 0
-0.49 -0.475 0
-0.491 -0.477 0
-0.491 -0.48 0
-0.491 -0.482 0
-0.491 -0.484 0
-0.491 -0.487 0
-0.491 -0.489 0
-0.491 -0.491 0
-0.491 -0.493 0
-0.491 -0.496 0
-0.491 -0.498 0
-0.492 -0.5 0
-0.492 -0.503 0
-0.492 -0.505 0
-0.492 -0.507 0
-0.492 -0.51 0
-0.491 -0.512 0
-0.491 -0.514 0
-0.491 -0.516 0
-0.491 -0.519 0
-0.491 -0.521 0
-0.491 -0.523 0
-0.491 -0.526 0
-0.491 -0.528 0
-0.491 -0.53 0
-0.491 -0.533 0
-0.491 -0.535 0
-0.491 -0.537 0
-0.491 -0.539 0
-0.491 -0.542 0
-0.491 -0.544 0
-0.491 -0.546 0
-0.491 -0.548 0
-0.49 -0.551 0
-0.49 -0.553 0
-0.49 -0.555 0
-0.49 -0.558 0
-0.49 -0.56 0
-0.49 -0.562 0
-0.49 -0.564 0
-0.49 -0.567 0
-0.489 -0.569 0
-0.489 -0.571 0
-0.489 -0.574 0
-0.489 -0.576 0
-0.489 -0.578 0
-0.489 -0.581 0
-0.488 -0.583 0
-0.488 -0.585 0
-0.488 -0.588 0
-0.488 -0.59 0
-0.488 -0.593 0
-0.488 -0.595 0
-0.487 -0.597 0
-0.487 -0.6 0
-0.487 -0.602 0
-0.487 -0.605 0
-0.487 -0.607 0
-0.487 -0.609 0
-0.486 -0.612 0
-0.486 -0.614 0
-0.486 -0.617 0
-0.486 -0.619 0
-0.486 -0.622 0
-0.486 -0.624 0
-0.485 -0.627 0
-0.485 -0.63 0
-0.485 -0.632 0
-0.485 -0.635 0
-0.484 -0.637 0
-0.484 -0.64 0
-0.484 -0.642 0
-0.483 -0.645 0
-0.483 -0.647 0
-0.483 -0.65 0
-0.482 -0.652 0
-0.482 -0.655 0
-0.482 -0.657 0
-0.481 -0.66 0
-0.481 -0.663 0
-0.48 -0.665 0
-0.48 -0.668 0
-0.479 -0.67 0
-0.479 -0.673 0
-0.479 -0.675 0
-0.478 -0.678 0
-0.478 -0.681 0
-0.477 -0.683 0
-0.477 -0.686 0
-0.476 -0.689 0
-0.476 -0.691 0
-0.475 -0.694 0
-0.475 -0.696 0
-0.474 -0.699 0
-0.474 -0.702 0
-0.473 -0.704 0
-0.473 -0.707 0
-0.472 -0.71 0
-0.472 -0.712 0
-0.471 -0.715 0
-0.47 -0.718 0
-0.47 -0.72 0
-0.469 -0.723 0
-0.469 -0.726 0
-0.468 -0.728 0
-0.468 -0.731 0
-0.467 -0.733 0
-0.466 -0.736 0
-0.466 -0.739 0
-0.465 -0.741 0
-0.465 -0.744 0
-0.464 -0.747 0
-0.463 -0.75 0
-0.462 -0.752 0
-0.462 -0.755 0
-0.461 -0.758 0
-0.46 -0.76 0
-0.459 -0.763 0
-0.458 -0.766 0
-0.457 -0.768 0
-0.457 -0.771 0
-0.456 -0.774 0
-0.455 -0.776 0
-0.454 -0.779 0
-0.453 -0.781 0
-0.452 -0.784 0
-0.451 -0.787 0
-0.45 -0.789 0
-0.449 -0.792 0
-0.448 -0.794 0
-0.447 -0.797 0
-0.446 -0.8 0
-0.445 -0.802 0
-0.444 -0.805 0
-0.443 -0.808 0
-0.442 -0.81 0
-0.441 -0.813 0
-0.44 -0.815 0
-0.439 -0.818 0
-0.438 -0.82 0
-0.437 -0.823 0
-0.436 -0.825 0
-0.435 -0.828 0
-0.434 -0.831 0
-0.433 -0.833 0
-0.432 -0.836 0
-0.431 -0.838 0
-0.43 -0.841 0
-0.429 -0.843 0
-0.428 -0.846 0
-0.427 -0.848 0
-0.426 -0.851 0
-0.425 -0.853 0
-0.424 -0.856 0
-0.423 -0.858 0
-0.422 -0.861 0
-0.421 -0.863 0
-0.42 -0.866 0
-0.419 -0.869 0
-0.417 -0.871 0
-0.416 -0.874 0
-0.415 -0.876 0
-0.414 -0.879 0
-0.413 -0.882 0
-0.411 -0.884 0
-0.41 -0.887 0
-0.409 -0.889 0
-0.408 -0.892 0
-0.406 -0.894 0
-0.405 -0.897 0
-0.403 -0.9 0
-0.402 -0.903 0
-0.401 -0.905 0
-0.399 -0.908 0
-0.398 -0.911 0
-0.396 -0.913 0
-0.395 -0.916 0
-0.393 -0.919 0
-0.392 -0.921 0
-0.39 -0.924 0
-0.389 -0.927 0
-0.387 -0.93 0
-0.386 -0.932 0
-0.384 -0.935 0
-0.382 -0.938 0
-0.381 -0.94 0
-0.379 -0.943 0
-0.378 -0.945 0
-0.376 -0.948 0
-0.374 -0.951 0
-0.373 -0.953 0
-0.371 -0.956 0
-0.369 -0.958 0
-0.368 -0.961 0
-0.366 -0.963 0
-0.364 -0.966 0
-0.363 -0.969 0
-0.361 -0.971 0
-0.359 -0.974 0
-0.358 -0.976 0
-0.356 -0.978 0
-0.354 -0.981 0
-0.352 -0.983 0
-0.35 -0.986 0
-0.348 -0.988 0
-0.346 -0.99 0
-0.344 -0.992 0
-0.342 -0.995 0
-0.34 -0.997 0
-0.338 -0.999 0
-0.337 -1.002 0
-0.335 -1.004 0
-0.333 -1.006 0
-0.33 -1.008 0
-0.328 -1.01 0
-0.326 -1.013 0
-0.324 -1.015 0
-0.322 -1.017 0
-0.32 -1.019 0
-0.318 -1.021 0
-0.316 -1.023 0
-0.314 -1.025 0
-0.312 -1.027 0
-0.31 -1.03 0
-0.307 -1.032 0
-0.305 -1.034 0
-0.303 -1.036 0
-0.301 -1.038 0
-0.299 -1.04 0
-0.297 -1.042 0
-0.294 -1.044 0
-0.292 -1.046 0
-0.29 -1.049 0
-0.288 -1.051 0
-0.285 -1.053 0
-0.283 -1.055 0
-0.281 -1.057 0
-0.279 -1.059 0
-0.276 -1.061 0
-0.274 -1.063 0
-0.272 -1.065 0
-0.269 -1.067 0
-0.267 -1.069 0
-0.264 -1.071 0
-0.262 -1.073 0
-0.259 -1.075 0
-0.257 -1.077 0
-0.254 -1.08 0
-0.252 -1.082 0
-0.249 -1.084 0
-0.246 -1.086 0
-0.244 -1.088 0
-0.241 -1.09 0
-0.239 -1.092 0
-0.236 -1.094 0
-0.234 -1.096 0
-0.231 -1.098 0
-0.228 -1.1 0
-0.226 -1.102 0
-0.223 -1.104 0
-0.22 -1.106 0
-0.218 -1.108 0
-0.215 -1.11 0
-0.213 -1.112 0
-0.21 -1.114 0
-0.207 -1.116 0
-0.204 -1.118 0
-0.201 -1.12 0
-0.199 -1.122 0
-0.196 -1.124 0
-0.193 -1.126 0
-0.19 -1.128 0
-0.187 -1.13 0
-0.184 -1.132 0
-0.181 -1.134 0
-0.177 -1.136 0
-0.174 -1.138 0
-0.171 -1.14 0
-0.168 -1.142 0
-0.165 -1.144 0
-0.162 -1.146 0
-0.16 -1.147 0
-0.157 -1.149 0
-0.154 -1.151 0
-0.151 -1.153 0
-0.148 -1.155 0
-0.145 -1.156 0
-0.142 -1.158 0
-0.139 -1.16 0
-0.137 -1.162 0
-0.134 -1.163 0
-0.131 -1.165 0
-0.128 -1.167 0
-0.125 -1.168 0
-0.122 -1.17 0
-0.119 -1.172 0
-0.116 -1.173 0
-0.113 -1.175 0
-0.11 -1.177 0
-0.107 -1.178 0
-0.104 -1.18 0
-0.101 -1.181 0
-0.098 -1.183 0
-0.096 -1.185 0
-0.093 -1.186 0
-0.09 -1.188 0
-0.087 -1.189 0
-0.084 -1.191 0
-0.081 -1.193 0
-0.078 -1.194 0
-0.075 -1.196 0
-0.072 -1.198 0
-0.069 -1.199 0
-0.066 -1.201 0
-0.063 -1.203 0
-0.06 -1.204 0
-0.057 -1.206 0
-0.054 -1.207 0
-0.051 -1.209 0
-0.048 -1.21 0
-0.045 -1.212 0
-0.042 -1.214 0
-0.039 -1.215 0
-0.036 -1.217 0
-0.033 -1.218 0
-0.03 -1.22 0
-0.027 -1.221 0
-0.024 -1.223 0
-0.021 -1.224 0
-0.018 -1.226 0
-0.015 -1.227 0
-0.012 -1.229 0
-0.009 -1.23 0
-0.006 -1.232 0
-0.003 -1.233 0
0.0 -1.235 0
0.003 -1.236 0
0.006 -1.237 0
0.009 -1.239 0
0.013 -1.24 0
0.016 -1.242 0
0.019 -1.243 0
0.022 -1.245 0
0.025 -1.246 0
0.028 -1.247 0
0.03 -1.249 0
0.033 -1.25 0
0.036 -1.251 0
0.039 -1.252 0
0.042 -1.254 0
0.045 -1.255 0
0.048 -1.256 0
0.05 -1.257 0
0.053 -1.259 0
0.056 -1.26 0
0.059 -1.261 0
0.062 -1.262 0
0.065 -1.263 0
0.068 -1.265 0
0.071 -1.266 0
0.074 -1.267 0
0.077 -1.268 0
0.08 -1.269 0
0.083 -1.27 0
0.085 -1.271 0
0.088 -1.272 0
0.091 -1.274 0
0.094 -1.275 0
0.097 -1.276 0
0.1 -1.277 0
0.103 -1.278 0
0.106 -1.279 0
0.109 -1.28 0
0.112 -1.281 0
0.115 -1.282 0
0.118 -1.283 0
0.121 -1.284 0
0.124 -1.285 0
0.127 -1.286 0
0.13 -1.287 0
0.133 -1.287 0
0.136 -1.288 0
0.14 -1.289 0
0.143 -1.29 0
0.146 -1.291 0
0.149 -1.292 0
0.152 -1.293 0
0.156 -1.294 0
0.159 -1.295 0
0.162 -1.295 0
0.165 -1.296 0
0.169 -1.297 0
0.172 -1.298 0
0.175 -1.299 0
0.178 -1.299 0
0.181 -1.3 0
0.185 -1.301 0
0.188 -1.302 0
0.191 -1.302 0
0.194 -1.303 0
0.198 -1.304 0
0.201 -1.304 0
0.204 -1.305 0
0.207 -1.306 0
0.21 -1.306 0
0.214 -1.307 0
0.217 -1.308 0
0.22 -1.308 0
0.223 -1.309 0
0.226 -1.31 0
0.229 -1.31 0
0.232 -1.311 0
0.236 -1.312 0
0.239 -1.312 0
0.242 -1.313 0
0.245 -1.314 0
0.248 -1.314 0
0.252 -1.315 0
0.255 -1.316 0
0.258 -1.316 0
0.261 -1.317 0
0.264 -1.317 0
0.268 -1.318 0
0.271 -1.318 0
0.274 -1.319 0
0.277 -1.32 0
0.28 -1.32 0
0.283 -1.321 0
0.287 -1.321 0
0.29 -1.322 0
0.293 -1.322 0
0.296 -1.323 0
0.3 -1.323 0
0.303 -1.323 0
0.306 -1.324 0
0.309 -1.324 0
0.312 -1.325 0
0.316 -1.325 0
0.319 -1.326 0
0.322 -1.327 0
0.326 -1.327 0
0.329 -1.328 0
0.332 -1.328 0
0.335 -1.329 0
0.339 -1.33 0
0.342 -1.33 0
0.345 -1.331 0
0.349 -1.331 0
0.352 -1.332 0
0.355 -1.332 0
0.358 -1.333 0
0.361 -1.333 0
0.365 -1.334 0
0.368 -1.334 0
0.371 -1.335 0
0.374 -1.335 0
0.378 -1.336 0
0.381 -1.336 0
0.384 -1.337 0
0.387 -1.337 0
0.391 -1.338 0
0.394 -1.338 0
0.397 -1.338 0
0.401 -1.339 0
0.404 -1.339 0
0.407 -1.339 0
0.411 -1.34 0
0.414 -1.34 0
0.418 -1.34 0
0.421 -1.341 0
0.425 -1.341 0
0.428 -1.341 0
0.432 -1.342 0
0.435 -1.342 0
0.438 -1.342 0
0.442 -1.343 0
0.445 -1.343 0
0.449 -1.343 0
0.452 -1.344 0
0.455 -1.344 0
0.459 -1.344 0
0.462 -1.345 0
0.466 -1.345 0
0.469 -1.345 0
0.472 -1.346 0
0.476 -1.346 0
0.48 -1.346 0
0.483 -1.346 0
0.487 -1.347 0
0.491 -1.347 0
0.494 -1.347 0
0.498 -1.347 0
0.502 -1.348 0
0.506 -1.348 0
0.509 -1.348 0
0.513 -1.348 0
0.517 -1.348 0
0.52 -1.348 0
0.524 -1.348 0
0.528 -1.348 0
0.531 -1.348 0
0.535 -1.348 0
0.539 -1.348 0
0.542 -1.348 0
0.546 -1.348 0
0.55 -1.348 0
0.554 -1.348 0
0.557 -1.348 0
0.561 -1.348 0
0.564 -1.347 0
0.568 -1.347 0
0.571 -1.347 0
0.575 -1.347 0
0.579 -1.347 0
0.582 -1.346 0
0.586 -1.346 0
0.589 -1.346 0
0.593 -1.346 0
0.596 -1.345 0
0.599 -1.345 0
0.603 -1.345 0
0.607 -1.345 0
0.61 -1.344 0
0.613 -1.344 0
0.617 -1.344 0
0.62 -1.344 0
0.624 -1.344 0
0.627 -1.343 0
0.631 -1.343 0
0.634 -1.343 0
0.638 -1.343 0
0.641 -1.343 0
0.645 -1.343 0
0.648 -1.342 0
0.652 -1.342 0
0.655 -1.342 0
0.659 -1.342 0
0.662 -1.342 0
0.666 -1.341 0
0.669 -1.341 0
0.673 -1.341 0
0.676 -1.34 0
0.68 -1.34 0
0.683 -1.34 0
0.687 -1.34 0
0.69 -1.34 0
0.694 -1.339 0
0.697 -1.339 0
0.701 -1.339 0
0.704 -1.339 0
0.708 -1.339 0
0.711 -1.338 0
0.715 -1.338 0
0.718 -1.338 0
0.722 -1.337 0
0.725 -1.337 0
0.729 -1.337 0
0.732 -1.337 0
0.735 -1.336 0
0.739 -1.336 0
0.742 -1.336 0
0.746 -1.336 0
0.749 -1.336 0
0.752 -1.335 0
0.756 -1.335 0
0.759 -1.335 0
0.763 -1.334 0
0.766 -1.334 0
0.77 -1.333 0
0.773 -1.333 0
0.777 -1.333 0
0.781 -1.332 0
0.784 -1.332 0
0.788 -1.331 0
0.791 -1.331 0
0.795 -1.331 0
0.799 -1.33 0
0.802 -1.33 0
0.806 -1.329 0
0.809 -1.329 0
0.813 -1.328 0
0.816 -1.328 0
0.82 -1.327 0
0.824 -1.327 0
0.827 -1.326 0
0.831 -1.326 0
0.834 -1.325 0
0.838 -1.325 0
0.841 -1.324 0
0.845 -1.323 0
0.849 -1.323 0
0.852 -1.322 0
0.856 -1.321 0
0.86 -1.321 0
0.863 -1.32 0
0.867 -1.32 0
0.87 -1.319 0
0.874 -1.318 0
0.878 -1.318 0
0.882 -1.317 0
0.885 -1.317 0
0.889 -1.316 0
0.893 -1.315 0
0.897 -1.314 0
0.901 -1.313 0
0.905 -1.313 0
0.908 -1.312 0
0.912 -1.311 0
0.916 -1.31 0
0.92 -1.31 0
0.924 -1.309 0
0.928 -1.308 0
0.932 -1.307 0
0.936 -1.306 0
0.94 -1.306 0
0.944 -1.305 0
0.948 -1.304 0
0.952 -1.303 0
0.956 -1.302 0
0.959 -1.301 0
0.963 -1.3 0
0.967 -1.299 0
0.971 -1.298 0
0.975 -1.297 0
0.979 -1.296 0
0.983 -1.295 0
0.986 -1.294 0
0.99 -1.293 0
0.994 -1.292 0
0.998 -1.291 0
1.002 -1.29 0
1.006 -1.289 0
1.01 -1.288 0
1.014 -1.287 0
1.017 -1.286 0
1.021 -1.285 0
1.025 -1.284 0
1.029 -1.283 0
1.032 -1.282 0
1.036 -1.281 0
1.04 -1.28 0
1.044 -1.279 0
1.047 -1.278 0
1.051 -1.276 0
1.055 -1.275 0
1.059 -1.274 0
1.062 -1.273 0
1.066 -1.271 0
1.07 -1.27 0
1.073 -1.269 0
1.077 -1.267 0
1.081 -1.266 0
1.084 -1.265 0
1.088 -1.263 0
1.092 -1.262 0
1.095 -1.261 0
1.099 -1.26 0
1.103 -1.258 0
1.106 -1.257 0
1.11 -1.256 0
1.114 -1.254 0
1.117 -1.253 0
1.121 -1.252 0
1.125 -1.25 0
1.128 -1.249 0
1.132 -1.248 0
1.136 -1.246 0
1.14 -1.245 0
1.143 -1.244 0
1.147 -1.242 0
1.151 -1.241 0
1.155 -1.24 0
1.158 -1.238 0
1.162 -1.237 0
1.166 -1.235 0
1.17 -1.234 0
1.173 -1.232 0
1.177 -1.231 0
1.181 -1.229 0
1.185 -1.228 0
1.189 -1.226 0
1.192 -1.225 0
1.196 -1.223 0
1.2 -1.222 0
1.204 -1.22 0
1.208 -1.219 0
1.212 -1.217 0
1.215 -1.216 0
1.219 -1.215 0
1.223 -1.213 0
1.226 -1.212 0
1.23 -1.211 0
1.234 -1.21 0
1.237 -1.208 0
1.241 -1.207 0
1.244 -1.206 0
1.248 -1.205 0
1.252 -1.203 0
1.255 -1.202 0
1.259 -1.201 0
1.263 -1.2 0
1.266 -1.198 0
1.27 -1.197 0
1.273 -1.196 0
1.277 -1.194 0
1.28 -1.193 0
1.284 -1.192 0
1.287 -1.19 0
1.291 -1.189 0
1.294 -1.187 0
1.298 -1.186 0
1.301 -1.184 0
1.304 -1.183 0
1.308 -1.182 0
1.311 -1.18 0
1.314 -1.179 0
1.318 -1.177 0
1.321 -1.176 0
1.324 -1.174 0
1.328 -1.172 0
1.331 -1.171 0
1.334 -1.17 0
1.337 -1.168 0
1.341 -1.167 0
1.344 -1.165 0
1.347 -1.164 0
1.351 -1.162 0
1.354 -1.161 0
1.357 -1.159 0
1.36 -1.158 0
1.363 -1.156 0
1.367 -1.155 0
1.37 -1.153 0
1.373 -1.152 0
1.376 -1.15 0
1.379 -1.149 0
1.383 -1.147 0
1.386 -1.145 0
1.389 -1.144 0
1.392 -1.142 0
1.396 -1.14 0
1.399 -1.138 0
1.402 -1.136 0
1.405 -1.134 0
1.409 -1.132 0
1.412 -1.13 0
1.415 -1.128 0
1.418 -1.126 0
1.421 -1.124 0
1.424 -1.122 0
1.428 -1.12 0
1.431 -1.118 0
1.434 -1.116 0
1.437 -1.114 0
1.44 -1.111 0
1.444 -1.109 0
1.447 -1.107 0
1.45 -1.105 0
1.453 -1.102 0
1.457 -1.1 0
1.46 -1.098 0
1.463 -1.095 0
1.466 -1.093 0
1.469 -1.091 0
1.473 -1.088 0
1.476 -1.086 0
1.479 -1.083 0
1.482 -1.081 0
1.485 -1.078 0
1.488 -1.076 0
1.492 -1.073 0
1.495 -1.071 0
1.498 -1.068 0
1.501 -1.065 0
1.504 -1.063 0
1.507 -1.06 0
1.51 -1.057 0
1.514 -1.055 0
1.517 -1.052 0
1.52 -1.049 0
1.523 -1.047 0
1.526 -1.044 0
1.529 -1.042 0
1.532 -1.039 0
1.535 -1.036 0
1.538 -1.034 0
1.541 -1.031 0
1.544 -1.029 0
1.547 -1.026 0
1.55 -1.023 0
1.553 -1.021 0
